hostname,sy_pnum,st_rad,st_mass
Kepler-66,1,0.933,0.968
Kepler-66,1,0.933,0.968
Kepler-66,1,0.966,1.038
Kepler-66,1,1.017,1.012
Kepler-66,1,1.05872,1.04
Kepler-660,1,0.69,0.704
Kepler-660,1,0.696,0.676
Kepler-660,1,0.696,0.676
Kepler-660,1,0.696,0.676
Kepler-660,1,0.725537,0.76
Kepler-660,1,0.716,NA
Kepler-660,1,0.725537,0.76
Kepler-660,1,0.71,0.75
Kepler-660,1,0.696,0.676
Kepler-661,1,0.676507,0.69
Kepler-661,1,0.693,0.767
Kepler-661,1,0.693,0.767
Kepler-661,1,0.67,0.7
Kepler-661,1,0.676507,0.69
Kepler-661,1,0.693,0.767
Kepler-661,1,0.594,0.625
Kepler-661,1,0.676507,0.69
Kepler-661,1,0.672,0.761
Kepler-661,1,0.638,NA
Kepler-662,1,0.74,0.79
Kepler-662,1,0.939452,0.79
Kepler-662,1,0.828,0.791
Kepler-662,1,0.939452,0.79
Kepler-662,1,0.939452,0.79
Kepler-662,1,0.527,0.536
Kepler-662,1,0.939,NA
Kepler-662,1,0.527,0.536
Kepler-662,1,0.527,0.536
Kepler-662,1,0.687,0.718
Kepler-663,1,0.847,0.931
Kepler-663,1,0.847,0.931
Kepler-663,1,0.902459,0.85
Kepler-663,1,0.82,0.86
Kepler-663,1,0.902459,0.85
Kepler-663,1,0.847,0.931
Kepler-663,1,0.847,0.931
Kepler-663,1,0.79,0.797
Kepler-663,1,0.847,NA
Kepler-663,1,0.902459,0.85
Kepler-664,1,0.878,NA
Kepler-664,1,0.940483,0.99
Kepler-664,1,1.046,1.095
Kepler-664,1,0.940483,0.99
Kepler-664,1,0.940483,0.99
Kepler-664,1,1.02,1.01
Kepler-664,1,1.046,1.095
Kepler-664,1,1.046,1.095
Kepler-664,1,1.046,1.095
Kepler-664,1,1,1
Kepler-665,1,0.826,0.785
Kepler-665,1,0.740259,0.77
Kepler-665,1,0.826,0.785
Kepler-665,1,0.71,0.72
Kepler-665,1,0.826,0.785
Kepler-665,1,0.694,NA
Kepler-665,1,0.740259,0.77
Kepler-665,1,0.740259,0.77
Kepler-665,1,0.74,0.79
Kepler-665,1,0.826,0.785
Kepler-666,1,0.969,1.048
Kepler-666,1,1.176,NA
Kepler-666,1,1.2279,1.04
Kepler-666,1,0.96,1.057
Kepler-666,1,0.969,1.048
Kepler-666,1,1.2279,1.04
Kepler-666,1,1.05,1.03
Kepler-666,1,0.969,1.048
Kepler-666,1,1.2279,1.04
Kepler-666,1,0.969,1.048
Kepler-667,1,1.046,0.93
Kepler-667,1,2.37029,NA
Kepler-667,1,1.046,0.93
Kepler-667,1,1.046,0.93
Kepler-667,1,2.37029,NA
Kepler-667,1,2.37029,NA
Kepler-667,1,2.168,NA
Kepler-667,1,0.87,0.91
Kepler-667,1,1.046,0.93
Kepler-667,1,0.88,0.8
Kepler-668,1,0.82,0.87
Kepler-668,1,0.722,NA
Kepler-668,1,0.762284,0.9
Kepler-668,1,0.782,0.856
Kepler-668,1,0.782,0.856
Kepler-668,1,0.82,0.927
Kepler-668,1,0.782,0.856
Kepler-668,1,0.762284,0.9
Kepler-668,1,0.762284,0.9
Kepler-668,1,0.787,0.862
Kepler-669,1,1.103,1.162
Kepler-669,1,1.103,1.162
Kepler-669,1,1.54302,1.02
Kepler-669,1,1.33,NA
Kepler-669,1,1.54302,1.02
Kepler-669,1,1.2,1.15
Kepler-669,1,1.103,1.162
Kepler-669,1,0.99,1.06
Kepler-669,1,1.54302,1.02
Kepler-669,1,1.103,1.162
Kepler-67,1,0.819,NA
Kepler-67,1,0.98,0.98
Kepler-67,1,0.755,0.824
Kepler-67,1,0.751,0.832
Kepler-67,1,0.778,0.865
Kepler-67,1,0.819231,0.87
Kepler-67,1,0.819231,0.87
Kepler-67,1,0.76,0.84
Kepler-67,1,0.819231,0.87
Kepler-67,1,0.794,0.885
Kepler-67,1,0.751,0.832
Kepler-67,1,0.751,0.832
Kepler-670,1,1.01304,0.94
Kepler-670,1,0.965,0.936
Kepler-670,1,1.01304,0.94
Kepler-670,1,1.01304,0.94
Kepler-670,1,0.965,0.936
Kepler-670,1,0.99,0.99
Kepler-670,1,1.01304,NA
Kepler-670,1,0.955,0.941
Kepler-670,1,0.94,0.87
Kepler-670,1,0.96,NA
Kepler-670,1,0.965,0.936
Kepler-671,1,0.831,0.908
Kepler-671,1,1.03215,0.94
Kepler-671,1,1.03215,0.94
Kepler-671,1,0.82,0.931
Kepler-671,1,0.95,0.97
Kepler-671,1,0.831,0.928
Kepler-671,1,0.831,0.908
Kepler-671,1,1.03215,0.94
Kepler-671,1,0.961,NA
Kepler-671,1,0.831,0.908
Kepler-672,1,0.971,1.083
Kepler-672,1,0.971,1.083
Kepler-672,1,1.036,0.915
Kepler-672,1,0.961413,0.97
Kepler-672,1,0.971,1.083
Kepler-672,1,0.961413,0.97
Kepler-672,1,0.92,0.95
Kepler-672,1,0.961413,0.97
Kepler-672,1,0.972,NA
Kepler-672,1,0.9,1.004
Kepler-673,1,0.812,0.911
Kepler-673,1,0.798,NA
Kepler-673,1,0.820614,0.89
Kepler-673,1,0.84,0.88
Kepler-673,1,0.820614,0.89
Kepler-673,1,0.809,0.907
Kepler-673,1,0.812,0.911
Kepler-673,1,0.79,0.895
Kepler-673,1,0.812,0.911
Kepler-673,1,0.820614,0.89
Kepler-674,1,NA,NA
Kepler-674,1,0.45,0.47
Kepler-674,1,0.547,0.576
Kepler-674,1,0.57,0.6
Kepler-674,1,0.45,0.47
Kepler-674,1,0.68608,0.65
Kepler-674,1,0.45,0.47
Kepler-674,1,0.68608,0.65
Kepler-674,1,0.68608,0.65
Kepler-674,1,0.657,NA
Kepler-674,1,0.564,0.578
Kepler-675,1,0.67,0.76
Kepler-675,1,0.727,0.778
Kepler-675,1,0.75,0.79
Kepler-675,1,0.823922,0.76
Kepler-675,1,0.76,NA
Kepler-675,1,0.727,0.778
Kepler-675,1,0.823922,0.76
Kepler-675,1,0.727,0.778
Kepler-675,1,0.823922,0.76
Kepler-675,1,0.765,0.85
Kepler-676,1,0.516,0.538
Kepler-676,1,0.561,NA
Kepler-676,1,0.49,0.51
Kepler-676,1,0.473,0.503
Kepler-676,1,0.561742,0.555695
Kepler-676,1,0.49,0.51
Kepler-676,1,0.561742,0.555695
Kepler-676,1,0.561742,0.555695
Kepler-676,1,0.49,0.51
Kepler-676,1,NA,NA
Kepler-676,1,0.49,0.51
Kepler-677,1,0.989,0.927
Kepler-677,1,1.64026,1
Kepler-677,1,1.629,NA
Kepler-677,1,0.989,0.927
Kepler-677,1,1.04,1.01
Kepler-677,1,1.64026,1
Kepler-677,1,0.989,0.927
Kepler-677,1,0.99,1
Kepler-677,1,1.64026,1
Kepler-677,1,0.989,0.927
Kepler-678,1,0.867,0.986
Kepler-678,1,0.91,0.94
Kepler-678,1,0.867,0.986
Kepler-678,1,0.867,0.986
Kepler-678,1,1.98346,0.91
Kepler-678,1,0.76,0.863
Kepler-678,1,1.98346,0.91
Kepler-678,1,0.867,0.986
Kepler-678,1,1.924,NA
Kepler-679,1,0.752,0.811
Kepler-679,1,0.84,0.87
Kepler-679,1,0.803666,0.9
Kepler-679,1,0.75,0.832
Kepler-679,1,0.752,0.811
Kepler-679,1,0.803666,0.9
Kepler-679,1,0.803666,0.9
Kepler-679,1,0.793,NA
Kepler-679,1,0.752,0.811
Kepler-679,1,0.82,0.927
Kepler-68,4,1.243,1.079
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.243,1.079
Kepler-68,4,1.198,0.997
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.26,NA
Kepler-68,4,1.252,1.042
Kepler-68,4,1.2564,1.057
Kepler-68,4,NA,1.042
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.243,1.079
Kepler-68,4,1.23,1.06
Kepler-68,4,1.257,NA
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.242,1.075
Kepler-68,4,1.28,1.19
Kepler-68,4,1.24,1.08
Kepler-68,4,1.243,1.079
Kepler-68,4,1.242,1.075
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.198,0.997
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.243,1.079
Kepler-68,4,1.243,1.079
Kepler-68,4,NA,1.042
Kepler-68,4,1.23,1.06
Kepler-68,4,1.257,NA
Kepler-68,4,1.2564,1.057
Kepler-68,4,1.252,1.042
Kepler-68,4,1.25931,1.064
Kepler-68,4,1.24,1.08
Kepler-68,4,1.243,1.079
Kepler-68,4,1.243,1.079
Kepler-68,4,1.25931,1.064
Kepler-68,4,NA,1.042
Kepler-68,4,1.243,1.079
Kepler-68,4,1.2564,1.057
Kepler-68,4,1.24,1.08
Kepler-68,4,NA,1.042
Kepler-68,4,1.2564,1.057
Kepler-680,1,0.917,1.01
Kepler-680,1,0.917,1.01
Kepler-680,1,0.917,1.01
Kepler-680,1,1.11,1.08
Kepler-680,1,0.917,1.01
Kepler-680,1,1.3309,0.99
Kepler-680,1,0.89,0.994
Kepler-680,1,1.3309,0.99
Kepler-680,1,1.201,NA
Kepler-681,1,0.775,0.845
Kepler-681,1,0.775,0.845
Kepler-681,1,0.763,0.846
Kepler-681,1,0.807916,0.81
Kepler-681,1,0.76,0.8
Kepler-681,1,0.807916,0.81
Kepler-681,1,0.807916,0.81
Kepler-681,1,0.775,0.845
Kepler-681,1,0.7,0.777
Kepler-681,1,0.781,NA
Kepler-682,1,0.89,0.92
Kepler-682,1,0.919,0.992
Kepler-682,1,1.836,NA
Kepler-682,1,0.919,0.992
Kepler-682,1,0.88,0.956
Kepler-682,1,0.919,0.992
Kepler-682,1,0.919,0.992
Kepler-682,1,1.94053,0.95
Kepler-682,1,1.94053,0.95
Kepler-682,1,1.94053,0.95
Kepler-683,1,0.956,1.027
Kepler-683,1,0.956,1.027
Kepler-683,1,0.956,1.027
Kepler-683,1,0.95,1.02
Kepler-683,1,1.04285,0.97
Kepler-683,1,0.95,0.96
Kepler-683,1,1.062,0.921
Kepler-683,1,1.029,NA
Kepler-683,1,1.04285,0.97
Kepler-684,1,0.677,0.765
Kepler-684,1,0.677,0.765
Kepler-684,1,0.679,0.767
Kepler-684,1,0.677,0.765
Kepler-684,1,1.43405,0.95
Kepler-684,1,0.86,0.89
Kepler-684,1,1.43405,0.95
Kepler-684,1,1.43405,0.95
Kepler-684,1,0.86,0.968
Kepler-684,1,1.408,NA
Kepler-685,1,1.04426,0.96
Kepler-685,1,1.106,0.935
Kepler-685,1,0.971,NA
Kepler-685,1,0.99,0.87
Kepler-685,1,1.057,1.01
Kepler-685,1,1.057,1.01
Kepler-685,1,1.16,1.11
Kepler-685,1,1.04426,NA
Kepler-685,1,1.057,1.01
Kepler-685,1,1.04426,0.96
Kepler-685,1,1.04426,0.96
Kepler-686,1,1.129,NA
Kepler-686,1,0.893,0.901
Kepler-686,1,1.15986,1.02
Kepler-686,1,0.893,0.901
Kepler-686,1,0.893,0.901
Kepler-686,1,1.15986,1.02
Kepler-686,1,1.15986,1.02
Kepler-686,1,1.15986,NA
Kepler-686,1,0.92,0.94
Kepler-686,1,0.96,1.01
Kepler-686,1,0.893,0.901
Kepler-687,1,0.761,0.739
Kepler-687,1,0.761,0.739
Kepler-687,1,0.728,NA
Kepler-687,1,0.761,0.739
Kepler-687,1,0.760961,0.77
Kepler-687,1,0.69,0.704
Kepler-687,1,0.760961,0.77
Kepler-687,1,0.761,0.739
Kepler-687,1,0.760961,0.77
Kepler-687,1,0.73,0.77
Kepler-688,1,1.09515,0.95
Kepler-688,1,1.063,NA
Kepler-688,1,0.781,0.845
Kepler-688,1,1.09515,0.95
Kepler-688,1,0.96,0.98
Kepler-688,1,0.781,0.845
Kepler-688,1,1.09515,0.95
Kepler-688,1,0.781,0.845
Kepler-688,1,0.81,0.919
Kepler-688,1,0.774,0.866
Kepler-689,1,0.88,0.91
Kepler-689,1,0.987,NA
Kepler-689,1,0.751,0.807
Kepler-689,1,0.977875,0.92
Kepler-689,1,0.977875,0.92
Kepler-689,1,0.751,0.807
Kepler-689,1,0.977875,0.92
Kepler-689,1,0.751,0.807
Kepler-689,1,0.734,0.821
Kepler-689,1,0.77,0.878
Kepler-69,2,0.991,0.914
Kepler-69,2,1.25389,1.03
Kepler-69,2,0.943,0.813
Kepler-69,2,0.943,0.813
Kepler-69,2,1.226,NA
Kepler-69,2,0.93,0.81
Kepler-69,2,0.95,0.94
Kepler-69,2,0.943,0.813
Kepler-69,2,0.9,1.002
Kepler-69,2,1.25389,1.03
Kepler-69,2,1.205,0.866
Kepler-69,2,1.25389,1.03
Kepler-69,2,0.943,0.813
Kepler-69,2,1.25389,1.03
Kepler-69,2,1.25389,1.03
Kepler-69,2,0.93,0.81
Kepler-69,2,0.95,0.94
Kepler-69,2,0.943,0.813
Kepler-69,2,0.943,0.813
Kepler-69,2,1.25389,1.03
Kepler-69,2,1.205,0.866
Kepler-69,2,0.9,1.002
Kepler-69,2,0.943,0.813
Kepler-69,2,1.226,NA
Kepler-69,2,0.943,0.813
Kepler-69,2,0.991,0.914
Kepler-690,1,1.079,1.146
Kepler-690,1,1.079,1.146
Kepler-690,1,1.16,1.11
Kepler-690,1,1.27664,0.97
Kepler-690,1,0.91,0.952
Kepler-690,1,1.079,1.146
Kepler-690,1,1.14,NA
Kepler-690,1,1.27664,0.97
Kepler-690,1,1.085,1.181
Kepler-690,1,1.27664,0.97
Kepler-691,1,0.564255,0.557898
Kepler-691,1,0.52,0.54
Kepler-691,1,0.564255,0.557898
Kepler-691,1,0.571,NA
Kepler-691,1,0.517,0.553
Kepler-691,1,0.52,0.54
Kepler-691,1,0.5,0.53
Kepler-691,1,0.509,0.529
Kepler-691,1,NA,NA
Kepler-691,1,0.52,0.54
Kepler-691,1,0.564255,0.557898
Kepler-692,1,0.896329,0.92
Kepler-692,1,0.848,NA
Kepler-692,1,0.999,0.934
Kepler-692,1,0.999,0.934
Kepler-692,1,0.999,0.934
Kepler-692,1,0.896329,0.92
Kepler-692,1,0.95,0.85
Kepler-692,1,0.86,0.9
Kepler-692,1,0.999,0.934
Kepler-692,1,0.896329,0.92
Kepler-693,1,0.72,0.726
Kepler-693,1,0.876354,0.78
Kepler-693,1,0.85,NA
Kepler-693,1,0.744,0.716
Kepler-693,1,0.876354,0.78
Kepler-693,1,0.833,0.793
Kepler-693,1,0.744,0.716
Kepler-693,1,0.744,0.716
Kepler-693,1,0.72,0.76
Kepler-694,1,0.95,0.97
Kepler-694,1,0.98285,0.98
Kepler-694,1,0.851,0.941
Kepler-694,1,0.943,NA
Kepler-694,1,0.851,0.941
Kepler-694,1,0.851,0.941
Kepler-694,1,0.98285,0.98
Kepler-694,1,0.86,0.971
Kepler-694,1,0.98285,0.98
Kepler-694,1,0.849,0.939
Kepler-695,1,0.791,0.754
Kepler-695,1,0.791,0.754
Kepler-695,1,1.15358,0.8
Kepler-695,1,0.791,0.754
Kepler-695,1,0.73,0.731
Kepler-695,1,0.8,0.84
Kepler-695,1,0.791,0.754
Kepler-695,1,1.15358,0.8
Kepler-695,1,1.103,NA
Kepler-696,1,1.08,1.06
Kepler-696,1,1.20896,1.02
Kepler-696,1,1.196,1.162
Kepler-696,1,1.20896,1.02
Kepler-696,1,1.04,0.99
Kepler-696,1,1.196,1.162
Kepler-696,1,1.196,1.162
Kepler-696,1,1.135,1.163
Kepler-696,1,1.20896,1.02
Kepler-696,1,1.194,NA
Kepler-697,1,0.978,1.013
Kepler-697,1,1.0519,0.98
Kepler-697,1,0.852,0.953
Kepler-697,1,0.852,0.953
Kepler-697,1,1.042,NA
Kepler-697,1,0.852,0.953
Kepler-697,1,0.8,0.905
Kepler-697,1,1.0519,0.98
Kepler-697,1,0.88,0.92
Kepler-697,1,1.0519,0.98
Kepler-698,1,1.68058,0.98
Kepler-698,1,1.68058,0.98
Kepler-698,1,0.983,0.987
Kepler-698,1,0.983,0.987
Kepler-698,1,1.68058,0.98
Kepler-698,1,0.987,0.989
Kepler-698,1,1.595,NA
Kepler-698,1,0.91,0.94
Kepler-698,1,0.98,0.957
Kepler-698,1,0.983,0.987
Kepler-7,1,1.966,1.359
Kepler-7,1,2.028,1.413
Kepler-7,1,1.843,1.347
Kepler-7,1,2.08122,1.1
Kepler-7,1,1.984,1.407
Kepler-7,1,2.023,NA
Kepler-7,1,1.962,1.318
Kepler-7,1,1.962,1.318
Kepler-7,1,2.028,1.413
Kepler-7,1,1.843,1.347
Kepler-7,1,1.909,1.236
Kepler-7,1,1.969,1.28
Kepler-7,1,2.08122,1.1
Kepler-7,1,2.08122,1.1
Kepler-7,1,2.08122,1.1
Kepler-7,1,2.08122,NA
Kepler-7,1,1.99,1.37
Kepler-7,1,1.78,1.26
Kepler-7,1,1.962,1.318
Kepler-700,1,1.365,NA
Kepler-700,1,0.764,0.779
Kepler-700,1,1.41396,0.97
Kepler-700,1,0.96,0.98
Kepler-700,1,1.238,0.932
Kepler-700,1,0.86,0.957
Kepler-700,1,0.764,0.779
Kepler-700,1,1.41396,0.97
Kepler-700,1,0.764,0.779
Kepler-700,1,1.41396,0.97
Kepler-701,1,0.918,0.891
Kepler-701,1,0.880104,0.9
Kepler-701,1,0.89,0.84
Kepler-701,1,0.856,NA
Kepler-701,1,0.84,0.88
Kepler-701,1,0.880104,0.9
Kepler-701,1,0.918,0.891
Kepler-701,1,0.918,0.891
Kepler-701,1,0.880104,0.9
Kepler-701,1,0.918,0.891
Kepler-702,1,0.793,0.82
Kepler-702,1,0.793,0.82
Kepler-702,1,1.03741,0.88
Kepler-702,1,0.954,NA
Kepler-702,1,1.03741,0.88
Kepler-702,1,0.81,0.84
Kepler-702,1,0.793,0.82
Kepler-702,1,1.03741,0.88
Kepler-702,1,0.793,0.82
Kepler-702,1,0.86,0.9
Kepler-703,1,0.877,0.973
Kepler-703,1,1.021,NA
Kepler-703,1,0.877,0.973
Kepler-703,1,0.87,0.98
Kepler-703,1,1.06028,1.05
Kepler-703,1,1.06028,1.05
Kepler-703,1,0.877,0.973
Kepler-703,1,1.06028,1.05
Kepler-703,1,1.27,1.18
Kepler-703,1,0.877,0.973
Kepler-704,1,1.113,NA
Kepler-704,1,1.1788,0.95
Kepler-704,1,0.949,0.974
Kepler-704,1,0.949,0.974
Kepler-704,1,0.949,0.974
Kepler-704,1,1.1788,0.95
Kepler-704,1,0.949,0.974
Kepler-704,1,0.9,0.88
Kepler-704,1,0.96,0.97
Kepler-705,1,0.502,0.534
Kepler-705,1,0.553555,0.548441
Kepler-705,1,0.559,NA
Kepler-705,1,0.51,0.53
Kepler-705,1,0.553555,0.548441
Kepler-705,1,0.47,0.49
Kepler-705,1,0.553555,0.548441
Kepler-705,1,NA,NA
Kepler-705,1,0.47,0.49
Kepler-705,1,0.491,0.503
Kepler-705,1,0.503,0.52
Kepler-705,1,0.47,0.49
Kepler-707,1,0.716327,0.86
Kepler-707,1,0.755,0.836
Kepler-707,1,0.76,0.8
Kepler-707,1,0.755,0.836
Kepler-707,1,0.718,NA
Kepler-707,1,0.73,0.819
Kepler-707,1,0.755,0.836
Kepler-707,1,0.716327,0.86
Kepler-707,1,0.81,0.91
Kepler-708,1,0.96,0.97
Kepler-708,1,0.89,0.993
Kepler-708,1,1.08967,1
Kepler-708,1,0.94,1.026
Kepler-708,1,1.08967,1
Kepler-708,1,0.94,1.026
Kepler-708,1,1.08967,1
Kepler-708,1,0.94,1.026
Kepler-708,1,0.94,1.026
Kepler-708,1,1.071,NA
Kepler-709,1,0.727711,0.86
Kepler-709,1,0.79,0.772
Kepler-709,1,0.826,0.83
Kepler-709,1,0.826,0.83
Kepler-709,1,0.727711,0.86
Kepler-709,1,0.727711,0.86
Kepler-709,1,0.826,0.83
Kepler-709,1,0.826,0.83
Kepler-709,1,0.758,NA
Kepler-709,1,0.77,0.8
Kepler-710,1,1.407,NA
Kepler-710,1,0.85,0.955
Kepler-710,1,1.122,1.014
Kepler-710,1,1.40339,1.01
Kepler-710,1,0.91,0.94
Kepler-710,1,0.756,0.813
Kepler-710,1,0.756,0.813
Kepler-710,1,1.40339,1.01
Kepler-710,1,0.756,0.813
Kepler-710,1,1.40339,1.01
Kepler-711,1,0.8,0.84
Kepler-711,1,0.778615,0.8
Kepler-711,1,0.721,0.697
Kepler-711,1,0.721,0.697
Kepler-711,1,0.782,NA
Kepler-711,1,0.778615,0.8
Kepler-711,1,0.721,0.697
Kepler-711,1,0.721,0.697
Kepler-711,1,0.7,0.71
Kepler-711,1,0.778615,0.8
Kepler-712,2,0.718,0.77
Kepler-712,2,0.764618,0.83
Kepler-712,2,0.753,NA
Kepler-712,2,0.722,0.823
Kepler-712,2,0.764618,0.83
Kepler-712,2,0.737,0.76
Kepler-712,2,0.78,0.84
Kepler-712,2,0.764618,0.83
Kepler-712,2,0.75,0.789
Kepler-712,2,0.718,0.77
Kepler-712,2,0.718,0.77
Kepler-712,2,0.718,0.77
Kepler-712,2,0.718,0.77
Kepler-712,2,0.737,0.76
Kepler-712,2,0.722,0.823
Kepler-712,2,0.718,0.77
Kepler-712,2,0.753,NA
Kepler-712,2,0.75,0.789
Kepler-712,2,0.764618,0.83
Kepler-712,2,0.764618,0.83
Kepler-712,2,0.78,0.84
Kepler-712,2,0.764618,0.83
Kepler-713,1,0.99,0.98
Kepler-713,1,0.919,1.014
Kepler-713,1,0.919,1.014
Kepler-713,1,1.08453,1.05
Kepler-713,1,1.08453,1.05
Kepler-713,1,1.08453,1.05
Kepler-713,1,0.919,1.014
Kepler-713,1,1.104,NA
Kepler-713,1,0.89,0.97
Kepler-713,1,0.919,1.014
Kepler-714,1,1.064,1.149
Kepler-714,1,1.076,1.169
Kepler-714,1,1.61257,1.08
Kepler-714,1,1.12,1.09
Kepler-714,1,1.581,NA
Kepler-714,1,1.61257,1.08
Kepler-714,1,1.61257,1.08
Kepler-714,1,1,1.09
Kepler-714,1,1.064,1.149
Kepler-714,1,1.064,1.149
Kepler-715,1,0.95,1.05
Kepler-715,1,1.17458,1.06
Kepler-715,1,1.17458,1.06
Kepler-715,1,1.17458,1.06
Kepler-715,1,1.001,1.079
Kepler-715,1,1.137,NA
Kepler-715,1,1.001,1.079
Kepler-715,1,1.001,1.079
Kepler-715,1,1.001,1.079
Kepler-715,1,1.04,1.04
Kepler-716,2,0.742183,0.83
Kepler-716,2,0.78,0.83
Kepler-716,2,0.751,0.834
Kepler-716,2,0.741,NA
Kepler-716,2,0.751,0.834
Kepler-716,2,0.888,0.822
Kepler-716,2,0.742183,0.83
Kepler-716,2,0.751,0.834
Kepler-716,2,0.73,0.795
Kepler-716,2,0.742183,0.83
Kepler-716,2,0.74,0.79
Kepler-716,2,0.73,0.795
Kepler-716,2,0.751,0.834
Kepler-716,2,0.742183,0.83
Kepler-716,2,0.74,0.79
Kepler-716,2,0.751,0.834
Kepler-716,2,0.751,0.834
Kepler-716,2,0.888,0.822
Kepler-716,2,0.742183,0.83
Kepler-717,1,0.85,0.88
Kepler-717,1,2.0913,1
Kepler-717,1,0.99,1.03
Kepler-717,1,0.961,0.968
Kepler-717,1,2.0913,1
Kepler-717,1,0.961,0.968
Kepler-717,1,2.069,NA
Kepler-717,1,0.961,0.968
Kepler-717,1,0.961,0.968
Kepler-718,1,1.16875,1.03
Kepler-718,1,1.142,NA
Kepler-718,1,1.16875,1.03
Kepler-718,1,1.051,1.143
Kepler-718,1,0.96,0.97
Kepler-718,1,1.051,1.143
Kepler-718,1,1.3,1.18
Kepler-718,1,1.16875,1.03
Kepler-718,1,1.08,1.049
Kepler-718,1,1.16875,NA
Kepler-718,1,1.051,1.143
Kepler-719,1,0.835,0.917
Kepler-719,1,0.827,0.914
Kepler-719,1,0.835,0.917
Kepler-719,1,0.835,0.917
Kepler-719,1,0.98,0.99
Kepler-719,1,0.89,0.997
Kepler-719,1,1.76,NA
Kepler-719,1,1.7223,1.01
Kepler-720,1,1.21,0.94
Kepler-720,1,0.92,0.95
Kepler-720,1,1.14715,0.96
Kepler-720,1,1.21,0.94
Kepler-720,1,1.21,0.94
Kepler-720,1,1.142,NA
Kepler-720,1,1.14715,NA
Kepler-720,1,1.14715,0.96
Kepler-720,1,1.21,0.94
Kepler-720,1,1.14715,0.96
Kepler-720,1,0.97,0.84
Kepler-721,1,0.801,0.915
Kepler-721,1,0.802,0.896
Kepler-721,1,0.898555,0.81
Kepler-721,1,0.898555,0.81
Kepler-721,1,0.78,0.82
Kepler-721,1,0.898555,0.81
Kepler-721,1,0.848,NA
Kepler-721,1,0.802,0.896
Kepler-721,1,0.7,0.798
Kepler-721,1,0.802,0.896
Kepler-722,2,0.999,1.077
Kepler-722,2,0.999,1.077
Kepler-722,2,0.969223,1.02
Kepler-722,2,0.969223,1.02
Kepler-722,2,1.05,1.03
Kepler-722,2,0.999,1.077
Kepler-722,2,0.999,1.077
Kepler-722,2,0.95,1.05
Kepler-722,2,0.944,NA
Kepler-722,2,0.999,1.077
Kepler-722,2,0.999,1.077
Kepler-722,2,0.95,1.05
Kepler-722,2,0.999,1.077
Kepler-722,2,0.969223,1.02
Kepler-722,2,0.969223,1.02
Kepler-722,2,0.999,1.077
Kepler-722,2,0.944,NA
Kepler-722,2,0.969223,1.02
Kepler-722,2,1.05,1.03
Kepler-723,1,NA,NA
Kepler-723,1,0.794,0.886
Kepler-723,1,0.797,0.868
Kepler-723,1,0.89,0.92
Kepler-723,1,NA,NA
Kepler-723,1,NA,NA
Kepler-723,1,0.797,0.868
Kepler-723,1,0.84,0.945
Kepler-723,1,0.797,0.868
Kepler-724,1,0.88,0.856
Kepler-724,1,0.944,0.983
Kepler-724,1,0.846,NA
Kepler-724,1,0.944,0.983
Kepler-724,1,0.944,0.983
Kepler-724,1,0.944,0.983
Kepler-724,1,0.922747,0.91
Kepler-724,1,0.922747,0.91
Kepler-724,1,0.922747,0.91
Kepler-724,1,0.86,0.9
Kepler-725,2,0.83,0.882
Kepler-725,2,0.815,NA
Kepler-725,2,0.9,0.844
Kepler-725,2,0.833,0.909
Kepler-725,2,0.84,0.88
Kepler-725,2,0.802,0.912
Kepler-725,2,0.833,0.909
Kepler-725,2,0.833,0.909
Kepler-725,2,0.829332,0.91
Kepler-725,2,0.829332,0.91
Kepler-725,2,0.88,0.95
Kepler-725,2,0.88,0.95
Kepler-726,1,0.789879,0.94
Kepler-726,1,0.72,0.786
Kepler-726,1,0.72,0.786
Kepler-726,1,0.85,0.88
Kepler-726,1,0.782,NA
Kepler-726,1,0.708,0.806
Kepler-726,1,0.789879,0.94
Kepler-726,1,0.72,0.786
Kepler-726,1,0.81,0.911
Kepler-726,1,0.789879,0.94
Kepler-727,1,0.884,0.816
Kepler-727,1,0.884,0.816
Kepler-727,1,0.821,NA
Kepler-727,1,0.86,0.89
Kepler-727,1,0.824791,0.91
Kepler-727,1,0.884,0.816
Kepler-727,1,0.824791,0.91
Kepler-727,1,0.88,0.823
Kepler-727,1,0.884,0.816
Kepler-728,1,0.891,0.983
Kepler-728,1,0.891,0.983
Kepler-728,1,1.3965,0.98
Kepler-728,1,1.3965,0.98
Kepler-728,1,0.9,1.005
Kepler-728,1,0.93,0.95
Kepler-728,1,1.317,NA
Kepler-728,1,0.891,0.983
Kepler-728,1,0.891,0.983
Kepler-728,1,1.3965,0.98
Kepler-729,1,1.41555,1
Kepler-729,1,0.998,1.072
Kepler-729,1,0.998,1.072
Kepler-729,1,1.41555,1
Kepler-729,1,1.318,NA
Kepler-729,1,1.41555,1
Kepler-729,1,0.998,1.072
Kepler-729,1,0.92,1.02
Kepler-729,1,0.91,0.94
Kepler-729,1,0.998,1.072
Kepler-730,2,1.107,1.159
Kepler-730,2,1.02,1.02
